ProjectId,DesignElementId,ElementTypeId,ParentDesignElementId,StartingDate,DueDate,Name,Description,CreationDate,UpdateDate
141373,19,14,16,,,Damageable,"The component that indicates this object can be damage
%20 is needed to be fully functional

Contains
- Reference to Health
- Reference to %23",03/09/2021 2:03,3/31/2023 7:42:05 AM
141373,20,14,19,,,Hitbox,"Signifies which Collider is needed to be hit for the %19 to take damage

Contains:
%25",03/09/2021 2:04,3/31/2023 7:42:05 AM
141373,21,14,18,,,Collider Damage,Signifies which Colliders deal damage when it collides with a %20,03/09/2021 2:04,3/31/2023 7:42:05 AM
141373,22,10,16,,,Damage Type,"Damage can be one of the Following (Enums):
- TRUE (for the purpose of bypassing)
- Physical
- Fire
- Poison",03/09/2021 2:11,3/31/2023 7:42:03 AM
141373,23,10,22,,,Damage Resistance,Reduces the value of a damage type when received,03/09/2021 2:12,3/31/2023 7:42:03 AM
141373,24,10,16,,,Status Effect,"Status are abnormalities that are inflicted to the player or to the enemies. When the player is inflicted with a status effect, the effect occurs for a duration of time or when it is cured.

While still inflicted by the status effect, the duration will reset if the player receives the same status effect.",03/09/2021 2:15,3/31/2023 7:42:03 AM
141373,25,10,16,,,Invulnerability Level,Level based where in %19 can be invulnerable to %18 if Damageable's Invul Level is higher than Attacker's Ignore Invul Level,03/09/2021 2:34,3/31/2023 7:42:03 AM
141373,26,9,30,,,Cinemachine,A Plugin from Unity that will govern majority of the Cinematic,03/09/2021 2:40,3/31/2023 7:42:02 AM
141373,27,12,30,,,Camera Area,"Contains a %29 with its own settings.
When %9's %20 enters its trigger area, the %29 is enabled.
When %9 leaves the area, it will ask %30 for a resolution",03/09/2021 2:42,3/31/2023 7:42:02 AM
141373,28,12,26,,,Main Camera,"The one camera that renders object in scene
Has a Component called CinemachineBrain for it to work with %29",03/09/2021 2:43,3/31/2023 7:42:02 AM
141373,29,12,26,,,Virtual Camera,"Cinemachine's Camera Object which contains information and behavior for the %28 to follow.
%28 only follows the latest enabled Virtual Camera",03/09/2021 2:44,3/31/2023 7:42:02 AM
141373,30,9,31,,,Cinema,Handles All of Cinematic Needs,03/09/2021 2:45,3/31/2023 7:42:02 AM
141373,31,13,12,,,Gameplay,,03/09/2021 2:51,3/31/2023 7:41:59 AM
141373,32,13,,,,Locations,,03/09/2021 2:51,3/31/2023 7:41:17 AM
141373,33,6,32,,,Unholy Forest [UF],"Map Guide for QA 
- [Unholy Forest - Labelled](https://drive.google.com/file/d/1BvauTsAlsHNOOiNMDSQi67QhifXCNNbj/view?usp=sharing)
- [Unholy Forest - Scene Number](https://drive.google.com/file/d/1olT0PBwLCN3aSTahSKsfz0Fi-IpWBx69/view?usp=sharing)
- [Unholy Forest - Treasure Chest locations and Items](https://drive.google.com/file/d/1bUcVLiL6kDMxRLmEXEjEesseRWIbM-qH/view?usp=share_link)
- [Unholy Forest - Items and Monster Location ](https://drive.google.com/file/d/1IeqB66tGqIp9T_-HaE3APiJVzyBfk9Ks/view?usp=share_link)
- [Unholy Forest - New Minions/Additional Minions](https://drive.google.com/file/d/1c7GHbdisYI7sb6dWEuVMVeoQh4olKk9Q/view?usp=share_link)
- [Unholy Forest - Save Point Mimic Location](https://drive.google.com/file/d/1ZtJCHNszbpXz2fsIS93Tx6jQIK92LHvP/view?usp=share_link)
- [Unholy Forest - Grid](https://drive.google.com/file/d/1FP3agpIwdWdhOiPgvmJ0sBFpLDksQDAO/view?usp=share_link)

**Mini Changelog:**
December 15, 2022:
- Added: [Unholy Forest - Treasure Chest locations and Items]
- Added: [Unholy Forest - Items and Monster Location]
- Added: [Unholy Forest - New Minions/Additional Minions]
- Added: [Unholy Forest - Save Point Mimic Location]

December 20, 2022:
- Added: [Unholy Forest - Grid]",03/09/2021 2:52,3/31/2023 7:41:18 AM
141373,34,4,33,,,UF1,"Connects to:
- %262",03/09/2021 2:52,3/31/2023 7:41:19 AM
141373,35,9,38,,,Zone Serialization,Saving State of Various Objects that are exclusive in the scene,03/09/2021 2:54,3/31/2023 7:42:05 AM
141373,36,12,35,,,Zone Data Handle,"Handles the Serialization of a Zone
Needs References to %37  objects

Deserializes and Updates all Referenced %37 when zone is loaded.
Listens to %38 Events",03/09/2021 3:21,3/31/2023 7:42:05 AM
141373,37,12,35,,,Component Serializer,"**Requires a Component with ISerializableComponent Interface to work**
A medium for Serializing and Deserializing Components
It has its own ID for security and matching purposes when Serializing and Deserializing",03/09/2021 3:23,3/31/2023 7:42:05 AM
141373,38,9,31,,,Serializer,"Handles All the Serialization and Deserialization of all Objects in the Gameplay.

Has Pre-Serialization and Post-Deserialization Events",03/09/2021 3:25,3/31/2023 7:42:05 AM
141373,39,9,12,,,Object Pooling,"Pools Object for recycling instances.

Has Different Global Pools for specific objects",03/09/2021 3:28,3/31/2023 7:41:59 AM
141373,40,12,31,,,Gameplay System,"A, Object instance for All World Objects to go to in order to interact with the Games system",03/09/2021 3:29,3/31/2023 7:42:02 AM
141373,41,14,31,,,Gameplay UI Handle,Contains All Functions that Shows UI Stuff,03/09/2021 3:31,3/31/2023 7:42:02 AM
141373,42,9,12,,,DoozyUI,A Plugin used for All UI Management needs,03/09/2021 3:31,3/31/2023 7:41:59 AM
141373,43,9,31,,,Dialogue System,A Plugin used for all Dialogue and Questing Needs,03/09/2021 3:32,3/31/2023 7:42:02 AM
141373,44,9,12,,,Spine Unity,A Plugin to integrate Spine Outputs to Unity,03/09/2021 3:32,3/31/2023 7:41:59 AM
141373,45,14,31,,,Player Manager,"Links %9 to the System
Allows Direct Changes and References to %9 Character.",03/09/2021 3:34,3/31/2023 7:42:05 AM
141373,46,12,9,,,Player Character,"The in Game representation of the player 

[PLAYER MOVEMENT LIST AND CONTROLS](https://docs.google.com/document/d/1SzcfvEhtHg1fceegI9b6dYUrbwLYBkSOfrkY4WMW2Pk/edit)

[PRIMARY SKILLS](https://docs.google.com/document/d/1mYVS15w4R2mVynfbiMKJhi-G6jXAi-_Qox_eQ4_nYLs/edit?usp=sharing)

[STATUS EFFECTS](https://docs.google.com/document/d/13iaGgYFcSZCEbROPpK_VzliFhrhtM5jsG40a5gUZc8M/edit?usp=sharing)",03/09/2021 3:36,3/31/2023 7:41:40 AM
141373,47,12,9,,,Player Logic,"Contains all data that the player has but may not be directly showed to his %46 

Applies the Data to %46 upon deserialization and Awake

Contains::
- Its own %49",03/09/2021 3:37,3/31/2023 7:41:39 AM
141373,48,14,47,,,Character Controller,[PLAYER CONTROLS](https://docs.google.com/document/d/1SzcfvEhtHg1fceegI9b6dYUrbwLYBkSOfrkY4WMW2Pk/edit?usp=sharing),03/09/2021 3:39,3/31/2023 7:41:39 AM
141373,49,9,31,,,Inventory,Allows Characters to carry a number of Items,03/09/2021 3:42,3/31/2023 7:42:01 AM
141373,50,10,47,,,Bestiary Tracking,"Contains IDs of %52 it has already encountered.
Records Bestiary Data When it killed the enemy for the first time and notifies the player via %63 .
Is Connected to Player's %18 for First Killed Record.",03/09/2021 3:43,3/31/2023 7:41:39 AM
141373,51,13,,,,Database,,03/09/2021 3:43,3/31/2023 7:42:07 AM
141373,52,16,51,,,Bestiary Data,"Data for Creatures Encountered and Killed
Contains the Following:
- ID
- Name
- Title
- Image
- Index Image
- Sketch Image
- Description
- Locations Its Located in",03/09/2021 3:48,3/31/2023 7:42:07 AM
141373,56,13,31,,,Player Progression,Anything that has something to do with Player Progression,03/09/2021 3:57,3/31/2023 7:42:01 AM
141373,57,9,56,,,Bestiary,"Datas are created in the form of %52, which is then tracked by %50.
Information Tracked by %50 is shown in %59 .",03/09/2021 3:58,3/31/2023 7:42:01 AM
141373,58,12,31,,,Store,A Book thing of some sort that serves as a sub menu for the player during gameplay,03/09/2021 3:59,3/31/2023 7:42:00 AM
141373,59,12,58,,,Bestiary Tab,Shows %52 recorded by %50 either in a list or detailed information.,03/09/2021 4:01,3/31/2023 7:42:00 AM
141373,60,16,51,,,Primary Skill Data,"Contains Information of Primary Skill
- Name
- Description
- Skill Reference (Enum)
- Icon 
- Notification Border",03/09/2021 4:06,3/31/2023 7:42:07 AM
141373,61,13,31,,,Notifications,"Anything that notifies the Player via UI.
Player usually have to press a button to exit notification",03/09/2021 4:07,3/31/2023 7:42:00 AM
141373,62,12,61,,,Primary Skill Notification,Shows Information of newly acquired %13 using the %60 as basis,03/09/2021 4:08,3/31/2023 7:42:00 AM
141373,63,12,61,,,Bestiary Update Notification,Informs the Player that the %57 is Updated,03/09/2021 4:11,3/31/2023 7:42:00 AM
141373,64,16,51,,,Item Data,"An Class that signifies what an item is.
Contains the following
- ID
- Name
- Category
- Icon
- Quantity Limit
- Cost
- Description
- Can Be Sold",03/09/2021 4:16,3/31/2023 7:42:08 AM
141373,65,16,64,,,Consumable Item Data,"An Abstract Class that signifies an item that can be consumed.
Contains the following
- Data from %64
- Has Infinite Uses
- Abstract Function for if It can be used
- Abstract Function for when used",03/09/2021 4:18,3/31/2023 7:42:08 AM
141373,66,16,65,,,Throwable Item Data,"An Abstract Class that signifies an item is thrown when consumed.
Contains the following
- Data from %65 
- Instance of the item when consumed",03/09/2021 4:19,3/31/2023 7:42:08 AM
141373,67,16,65,,,Usable Item Data,"An Abstract Class that signifies an item that can be consumed.
Contains the following
- Data from %65
- Conditions for when An Item can be used.
- Effects that instantly occurs when consumed.
- If It has a Duration Effect, and what the duration is
- Effects that are active during the duration
- Effects that are updated during duration",03/09/2021 4:19,3/31/2023 7:42:08 AM
141373,68,12,69,,,Item Slot,Contains %64 and the number of instances it has in the slot.,03/09/2021 4:27,3/31/2023 7:42:02 AM
141373,69,12,49,,,Item Container,"Representation of a Character's Inventory.
Contains a List of %68.
Items can be modified via the Item Container",03/09/2021 4:31,3/31/2023 7:42:02 AM
141373,70,10,49,,,Trading,Allows the exchange of items between two parties (usually a %72 and a %9),03/09/2021 4:32,3/31/2023 7:42:02 AM
141373,71,13,6,,,Friendlies,NPCs that do not attack the Player unless a narrative event says otherwise,03/09/2021 4:32,3/31/2023 7:41:55 AM
141373,72,10,71,,,Merchant,A Character that Sells %73 to %9 via %70,03/09/2021 4:33,3/31/2023 7:41:55 AM
141373,73,13,,,,Items,"Available Items in game, made possible with %49",03/09/2021 4:33,3/31/2023 7:41:56 AM
141373,74,12,70,,,Trading UI,"A UI that shows the items of %72 to be traded when the Buy option selected or the items of %9 when the Sell Option is Selected.

It has a filter limit what items are shown based on Item Category",03/09/2021 4:37,3/31/2023 7:42:02 AM
141373,75,17,73,,,Small Healing Potion,Detailed Document - [Consumable Items Document](https://docs.google.com/document/d/1TfmIxj4V_hsqNtOUQwrNmo0NkotvAAPnoOHnGP4t2ZQ/edit#heading=h.q0yqnabugyo5),03/09/2021 4:38,3/31/2023 7:41:57 AM
141373,76,10,49,,,Soul Essence,Currency usually for %70.,03/09/2021 4:40,04/01/2023 4:48
141373,77,12,78,,,Loot,"Objects in Game that can be picked up by the %9 by going near it, It is then stored in the their %69 . Contains %64 to represent that item",03/09/2021 4:42,3/31/2023 7:42:01 AM
141373,78,10,49,,,Loot Drop,Certain ingame objects drops %77 (Variety and amount are either randomized or determined from a set),03/09/2021 4:45,3/31/2023 7:42:01 AM
141373,79,16,78,,,Loot Data,"Data needed to drop a certain amount of %77. Requests %80 to spawn the loot

Has different type of Containers inside that determines what loot and their amount should be dropped. Each container can reference other containers for a flexible drop table

- Individual Loot (If only 1 type of %77 is needed to drop)
- Loot List (All Items in this is is dropped)
- Loot Drop (Items in this list has a chance to be dropped)",03/09/2021 4:46,3/31/2023 7:42:01 AM
141373,80,12,78,,,Loot Drop Handle,"Handles the Spawning of %77  in the Game World.
Spawns a max number per frame",03/09/2021 4:51,3/31/2023 7:42:01 AM
141373,81,10,46,,,Object Interaction,%9 is allowed to interact with %14.,03/09/2021 5:05,3/31/2023 7:41:40 AM
141373,82,10,81,,,Button To Interact,When Selected by %84 a button prompt is shown When the state `showPrompt` is true.,03/09/2021 5:06,3/31/2023 7:41:40 AM
141373,83,10,81,,,Hit To Interact,Player can hit the %14 to interact with it,03/09/2021 5:06,3/31/2023 7:41:40 AM
141373,84,10,82,,,Interactable Detector,This is an area where the player can interact with the closest %82 it will then show a prompt based on its state,03/09/2021 5:08,3/31/2023 7:41:40 AM
141373,85,12,,,,Breakables,Objects that are attacked to be destroyed. State can be Serialized if wanted,03/09/2021 5:10,3/31/2023 7:41:13 AM
141373,86,12,,,,Obstacles,"Objects that is able to damage player but can be destroyed or just straight out hinders

[OBSTACLES LIST](https://docs.google.com/document/d/1JvgymnKT6RW41jsMgMgDhWJK1RExyvYin3oWNUhRnoY/edit?usp=sharing)",03/09/2021 5:11,3/31/2023 7:41:37 AM
141373,87,14,43,,,NPC Dialogue,A %82 NPC that starts of a dialogue,03/09/2021 5:13,3/31/2023 7:42:02 AM
141373,88,13,46,,,Basic Behaviour,Behaviours %9 has right out of the box,03/09/2021 5:17,3/31/2023 7:41:40 AM
141373,89,10,88,,,Crouch,"Player crouches making his collider smaller when the button is held.
They should not stand automatically when the button is released IF the environment doesn't allow them to stand properly
%90 while crouching changes the speed",03/09/2021 5:17,3/31/2023 7:41:40 AM
141373,90,10,88,,,Move,,03/09/2021 5:18,3/31/2023 7:41:40 AM
141373,91,10,88,,,Jump,Holding the Jump Button allows for maximum Jump height. Releasing it early stop the jump early,03/09/2021 5:18,3/31/2023 7:41:41 AM
141373,92,10,88,,,Auto Step,Terrain might have small inclination in height so this should automatically move the player onto that terrain without the need of jumping. Due to Unity's collision moving towards such terrain does not automatically to that,03/09/2021 5:19,3/31/2023 7:41:41 AM
141373,93,10,88,,,Slash Attack,"Basic Attack of the Player, Attacks should not register when environment is in the way
A Slash Attack that has a change in behavior depending on stance:
- Standing on Ground allows a combo slash attack
- Standing while %94 allows an up slash attack.
- %89 allows a forward slash attack
- Midair Allows a forward slash attack
- Midair while %94  allows a up slash attack",03/09/2021 5:21,3/31/2023 7:41:41 AM
141373,94,10,88,,,Look Up,,03/09/2021 5:21,3/31/2023 7:41:41 AM
141373,95,10,13,,,Double Jump,Allows another 1 Jump while mid-Air. This resets when you land on ground or %100,03/09/2021 5:25,3/31/2023 7:41:41 AM
141373,96,10,13,,,Dash,"A burst of speed moving in 1 direction.
Can be interrupted when damage or when %91 or %95 occurs mid-dash.",03/09/2021 5:25,3/31/2023 7:41:42 AM
141373,97,10,46,,,Shadow Gauge,A source of Energy for Shadow Abilities,03/09/2021 5:26,3/31/2023 7:41:40 AM
141373,98,10,13,,,Shadow Skills,Skills that uses a certain amount %97 and can by pass some environment,03/09/2021 5:27,3/31/2023 7:41:42 AM
141373,99,10,98,,,Shadow Dash,%96 with the benefit of %98. If there is no available amount of %97 use %96 instead,03/09/2021 5:29,3/31/2023 7:41:42 AM
141373,100,10,13,,,Wall Movement,"Can Stick to wall but gradually slides down, when there is no wall to stick to as they slide, cancel Wall Stick. Allow Movement up the wall, when there is no wall to move up to attempt %101 when Up Button is Inputted. Player can also Jump From the Wall when Jump Button is Inputted.",03/09/2021 5:30,3/31/2023 7:41:42 AM
141373,101,10,88,,,Ledge Grab,"When Player is in midair near an edge of a platform and still motions towards the platform, they will automatically climb up after a few checks that indicate that there's space to climb up to and that its safe",03/09/2021 5:33,3/31/2023 7:41:41 AM
141373,102,10,13,,,Whip Attack,"A longer ranged but weaker attack, Attacks should register when it passes through certain environment
A Whip Attack that has a change in behavior depending on stance:
- Standing on Ground allows a Whip attack
- Standing while %94 allows an up Whip attack.
- %89 allows a forward Whip attack
- Midair Allows a forward Whip attack
- Midair while %94  allows a up Whip attack",03/09/2021 5:37,3/31/2023 7:41:42 AM
141373,103,10,98,,,Devil Wings,"%9 Sprouts wings and is able to maintain Y-axis as they move in the X-axis while holding the button. This constantly consumes %97 while activated. 

This Deactivates automatically when the player uses the following:
- %96 
- %99 
- %102 
- %93",03/09/2021 5:42,3/31/2023 7:41:42 AM
141373,104,10,98,,,Shadow Slide,Similar to %96 but the player sinks into the ground making its collider even smaller in order to fit through small spaces. This doesn't end unless player is able to stand up,03/09/2021 5:43,3/31/2023 7:41:42 AM
141373,105,10,13,,,Sword Thrust,"A Charge Sword Attack
Holding the Slash Button for a certain amount of time unleashes this attack.
Attack deals greater Damage and can destroy certain environment.",03/09/2021 5:45,3/31/2023 7:41:42 AM
141373,106,10,13,,,Earth Shaker,"Can Only be done Mid Air.
Pressing the Down Button and Holding the Slash Button unleashes this attack.
Player Falls down at a great speed, damaging enemies as in the way.
when the player hits the ground they deal more damage to their surroundings and ends the Earth Shaker.
This can destroy certain environment",03/09/2021 5:47,3/31/2023 7:41:42 AM
141373,107,10,88,,,IFrames,When Damaged the Player is knockback and loses input control temporarily but also gains Max %25 for a short time,03/09/2021 5:49,3/31/2023 7:41:41 AM
141373,108,10,98,,,Shadow Morph,"Player Engulfs itself in shadow able to move through certain environment. Then you gain Max %25.
This constantly consumes %97.

This Disables the Following:
- %96 
- %91 
- %95 
- %104 
- %103 
- %99 
- %100",03/09/2021 5:50,3/31/2023 7:41:42 AM
141373,109,10,13,,,Black Blood Immunity,Player is Immune to Black Blood Damage,03/09/2021 5:59,3/31/2023 7:41:42 AM
141373,110,10,13,,,Skull Throw,Player Acquires <insert Item> to throw infinitely,03/09/2021 6:01,3/31/2023 7:41:43 AM
141373,111,10,88,,,Throw Projectiles,"Able to Aim and throw %66.
Press and Hold while moving directional buttons to aim
release to throw.

Is cancelled when Damaged.

When Canceled throw automatically.",03/09/2021 6:03,3/31/2023 7:41:41 AM
141373,112,17,73,,,Throwable Skull,"**Type:** %66 

**Description:** Player's Skull, that can be thrown infinitely",03/09/2021 6:08,3/31/2023 7:41:58 AM
141373,113,11,7,,,Alchemical Drone,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1HnU7Ncn0KE6YmHPqpzNjyQyHGCT2Snms/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/1O4MaKj10DJHGk4_f525NerTeqB-pvnJi/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)

**Mini Changelog**
July 8, 2021 
- Changes: Name changed from Alchemist Bot to Alchemical Drone.
Reason: To adjust the Game Designers decision

September 15, 2022
- Changes: Updated documents' format.
Reason: Outdated document format.

- Changes: (Note for Game Designers) Changed minion name in File: TDK - ENEMY LIST, from DRONE to ALCHEMICAL DRONE
Reason: Updating the Name to Current name.",03/09/2021 6:11,3/31/2023 7:41:43 AM
141373,114,11,7,,,Angel Statue - Range (Moloch),"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1jtdoywB4uTaNzjOtjpyyFE5gWOIPrQYs/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/1El-RDAbcYfKeS6ArXFmB-9RvNGZlECi3ZDi6osTHc5I/edit?usp=sharing)

**Mini Changelogs:**
September 6, 2022
- Changes: Long awaited name change in HackNPlan. From [**Angel Statue 1**] to [**Angel Statue - Range (Moloch)**]
Reason: To update to current Minion name",03/09/2021 6:11,3/31/2023 7:41:43 AM
141373,115,11,7,,,Angel Statue - Melee (Belial),"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1uC3n5V2QlIZwuXze0qXTC6urKAvUJOat/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/1uC3n5V2QlIZwuXze0qXTC6urKAvUJOat/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)

**Mini Changelogs:**
September 6, 2022
- Changes: Long awaited name change in HackNPlan. From [**Angel Statue 2**] to [**Angel Statue - Melee (Belial)**]
Reason: To update to current Minion name",03/09/2021 6:11,3/31/2023 7:41:43 AM
141373,116,11,7,,,Angel Statue - Melee (Azazel),"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1e8bnHeZAb3aGNQUHnwQiNNBjDGuigkgN/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/1RAvFfkNT0_VnSmqu2zZhwWBjbu5IqLYD/edit?usp=sharing&rtpof=true&sd=true)

**Mini Changelogs:**
September 6, 2022
- Changes: Long awaited name change in HackNPlan. From [**Angel Statue 3**] to [**Angel Statue - Melee (Azazel)**]
Reason: To update to current Minion name",03/09/2021 6:11,3/31/2023 7:41:43 AM
141373,117,11,7,,,Melee Bee Drone,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1SBLl_QhzSJ3jZu3Xf3kKOq27F9BtIfoF/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/13YQcs5Qq2hhIHoVsDfOBbRQsrmJkSdzA/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)

**Mini Changelog:**
September 15, 2022
- Changes: Updated documents' format.
Reason: Outdated document format.",03/09/2021 6:12,3/31/2023 7:41:47 AM
141373,118,11,7,,,Blob Acid,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1U9nRBvP3Z-n69IZWrS-S2lIt7vXkVGgBQy2bMqPb8ZU/edit?usp=sharing)
- [Technical Document](https://docs.google.com/document/d/1BAulLwRPFQDc4n0c48MwBBTe50npDGMXAxUaAoq5qTc/edit?usp=sharing)


**Mini Changelog:**
October 6, 2022
- Changes: Updated documents' format.
Reason: Outdated document format.",03/09/2021 6:12,3/31/2023 7:41:44 AM
141373,119,11,7,,,Range Bee Drone,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/17hY-vIoui-fNV1BE3Fj9SuPPTjIQvEmq/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/1XSJFL8e3THRcixYTmVu6bV8BUvsaCreN/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)

**Mini Changelog:**
September 15, 2022
- Changes: Updated documents' format.
Reason: Outdated document format.",03/09/2021 6:12,3/31/2023 7:41:48 AM
141373,120,11,7,,,Evil Tree Red,,03/09/2021 6:12,3/31/2023 7:41:45 AM
141373,121,11,7,,,Eye Bat,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1YWySIbbEXqYjjaILuLCAeMhfw5VMqWu_/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/15obJhe4Aryqw9aTptipNDUhwflllLgU9/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)

**Mini Changelog:**
September 23, 2022
- Changes: Updated documents' format; Added Design Document.
Reason: Outdated document format.",03/09/2021 6:12,3/31/2023 7:41:45 AM
141373,122,11,7,,,Eyes,,03/09/2021 6:13,3/31/2023 7:41:45 AM
141373,123,11,7,,,Flying Eye,,03/09/2021 6:13,3/31/2023 7:41:45 AM
141373,124,11,7,,,Franky Male,,03/09/2021 6:14,3/31/2023 7:41:45 AM
141373,125,11,7,,,Beetle Giant,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1Phyk99wIxtxrI68fRCKg4fnIM00_BCTVMHBCkGoDgyU/edit?usp=sharing)
- [Technical Document](https://docs.google.com/document/d/1-0uWfJTaBnnSV27r3F-zoXXS37fTooQ8/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)

**Mini Changelogs:**
September 8, 2022
- Changes: Long awaited name change in HackNPlan. From [**Giant Bug 02**] to [**Beetle Giant**]
Reason: To update to current Minion name",03/09/2021 6:14,3/31/2023 7:41:43 AM
141373,126,11,7,,,Haunting Ghost,"Minion Documents:
- [Design Document](https://docs.google.com/document/d/1r0L3gsH1K7rMKqeQHKEdmTZLrkQZgboI/edit?usp=sharing&ouid=111408961855616692624&rtpof=true&sd=true)
- [Technical Document](https://docs.google.com/document/d/1feNpqfC-ys6oe24ZPuBAqJRczH6AAT-3KIWylVg9MtI/edit?usp=sharing)",03/09/2021 6:14,3/31/2023 7:41:46 AM
141373,127,11,7,,,Heavy Minion,,03/09/2021 6:14,3/31/2023 7:41:46 AM
141373,128,11,7,,,Jailer,,03/09/2021 6:14,3/31/2023 7:41:47 AM
141373,129,11,7,,,Light Minion,,03/09/2021 6:14,3/31/2023 7:41:47 AM
